Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	Hohem Official Store	Search	Google search; Search partners	154553	Manual CPC		United States; Germany; United Kingdom; France; Canada; Italy; Spain; Australia; Netherlands; Denmark	No																															
Ad Group	Add		Hohem Official Store								Ad group 1		618.21																												
Keyword	Add		Hohem Official Store								Ad group 1	hohem		Exact																											
Keyword	Add		Hohem Official Store								Ad group 1	hohem gimbal		Exact																											
Keyword	Add		Hohem Official Store								Ad group 1	hohem stabilizer		Exact																											
Ad	Add		Hohem Official Store								Ad group 1				https://store.hohem.com/?ref=MINHPHUONGGMAILCOM	{Keyword:Hohem}	Gimbal Stabilizers	Smooth Video Capture	Phone & Camera Gimbals	3-Axis Stabilization	Pro Video Made Easy	Hohem Official Store	Compact & Portable	AI Tracking Gimbals	Vlog & Content Creator	Shop Gimbals On Sale	Stabilizers For All	Action Camera Gimbals	Smooth Footage Always	Shop Hohem Now	Hohem gimbal stabilizers for phones and cameras. 3-axis smooth video capture.	Create pro-level videos with Hohem gimbals. AI tracking and compact portable design.	Hohem official store for stabilizers. Perfect for vloggers and content creators.	Shop Hohem gimbals on sale. Smooth footage for phones and action cameras.			Responsive search ad				
Callout	Add		Hohem Official Store																																			Instant Delivery			
Callout	Add		Hohem Official Store																																			4.8 Star Rating			
Callout	Add		Hohem Official Store																																			HD & Ultra HD Quality			
Callout	Add		Hohem Official Store																																			Secure Payment			
Sitelink	Add		Hohem Official Store												https://store.hohem.com/?ref=MINHPHUONGGMAILCOM#1																	Smartphone stabilizers							Create new	Phone Gimbals	Smooth phone videos
Sitelink	Add		Hohem Official Store												https://store.hohem.com/?ref=MINHPHUONGGMAILCOM#2																	DSLR and mirrorless							Create new	Camera Gimbals	Professional stability
Sitelink	Add		Hohem Official Store												https://store.hohem.com/?ref=MINHPHUONGGMAILCOM#3																	For GoPro and more							Create new	Action Cam Gimbals	Adventure ready
Sitelink	Add		Hohem Official Store												https://store.hohem.com/?ref=MINHPHUONGGMAILCOM#4																	Gimbal accessories							Create new	Accessories	Enhance your setup
