Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	AUKEY	Search	Google search; Search partners	154553	Manual CPC		United States; Italy; Germany; France; Spain; Canada; United Kingdom; Australia; Netherlands; Finland	No																															
Ad Group	Add		AUKEY								Ad group 1		154.55																												
Keyword	Add		AUKEY								Ad group 1	aukey		Exact																											
Keyword	Add		AUKEY								Ad group 1	aukey charger		Exact																											
Keyword	Add		AUKEY								Ad group 1	aukey tech		Exact																											
Ad	Add		AUKEY								Ad group 1				https://www.aukey.com/?ref=nuryctfg	{Keyword:AUKEY}	Tech Accessories Brand	Fast Chargers & Cables	USB-C Power Adapters	Webcams & Audio Gear	Portable Power Banks	AUKEY Official Store	GaN Fast Chargers	Bluetooth Speakers	Wireless Earbuds	Reliable Tech Gear	Compact & Powerful	Shop Tech Essentials	Affordable Quality Tech	Shop AUKEY Today	AUKEY offers reliable tech accessories. Fast chargers, cables, and power banks.	Shop AUKEY for GaN fast chargers and USB-C adapters. Compact and powerful.	AUKEY official store. Webcams, speakers, earbuds, and charging accessories.	Affordable quality tech from AUKEY. Reliable everyday tech essentials.			Responsive search ad				
Callout	Add		AUKEY																																			Instant Delivery			
Callout	Add		AUKEY																																			4.8 Star Rating			
Callout	Add		AUKEY																																			HD & Ultra HD Quality			
Callout	Add		AUKEY																																			Secure Payment			
Sitelink	Add		AUKEY												https://www.aukey.com/?ref=nuryctfg#1																	GaN USB-C chargers							Create new	Fast Chargers	Quick charge your devices
Sitelink	Add		AUKEY												https://www.aukey.com/?ref=nuryctfg#2																	Portable battery packs							Create new	Power Banks	Charge on the go
Sitelink	Add		AUKEY												https://www.aukey.com/?ref=nuryctfg#3																	Speakers and earbuds							Create new	Audio	Quality sound
Sitelink	Add		AUKEY												https://www.aukey.com/?ref=nuryctfg#4																	USB-C and Lightning							Create new	Cables	Durable charging cables
