Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	IObit	Search	Google search; Search partners	154553	Manual CPC		United States; Germany; France; Italy; Spain; United Kingdom; Netherlands; Canada; Sweden; Austria	No																															
Ad Group	Add		IObit								Ad group 1		927.32																												
Keyword	Add		IObit								Ad group 1	iobit		Exact																											
Keyword	Add		IObit								Ad group 1	iobit software		Exact																											
Keyword	Add		IObit								Ad group 1	iobit advanced systemcare		Exact																											
Ad	Add		IObit								Ad group 1				https://www.macboost.net/purchase/macbooster4.php?fbclid=IwY2xjawR4qWhleHRuA2FlbQIxMABicmlkETE3WHFDUnFrS3g2aEpuUVBuc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHtuVXLI3dRiD806FhLFE3Dv18XYa3oBhtXehrOm0eX2k6tDhUy_nktTrouhO_aem_LTy2tH1PoMSLOxU6fuX5OQ&ref=fs&irgwc=1&afsrc=1&clickid=WSB2k81QMxyZUpZQNOy-8zmMUkuRyixJ32hIXY0&irpid=7136593	{Keyword:IObit}	PC Optimization Software	Advanced SystemCare	Speed Up Your PC	Malware Protection	Driver Booster Tool	IObit Official Site	Clean & Optimize PC	Real-Time PC Protection	Free Downloads Available	Uninstaller Pro Tool	One-Click PC Speedup	Privacy Shield Included	25+ Utility Tools	Download IObit Now	IObit offers PC optimization software. Advanced SystemCare speeds up your PC.	Shop IObit for malware protection and driver updates. Free downloads too.	IObit official site. Clean, optimize, and protect your PC with one click.	Download IObit now. 25+ utility tools for a faster, safer computer.			Responsive search ad				
Callout	Add		IObit																																			Instant Delivery			
Callout	Add		IObit																																			4.8 Star Rating			
Callout	Add		IObit																																			HD & Ultra HD Quality			
Callout	Add		IObit																																			Secure Payment			
Sitelink	Add		IObit												https://www.macboost.net/purchase/macbooster4.php?fbclid=IwY2xjawR4qWhleHRuA2FlbQIxMABicmlkETE3WHFDUnFrS3g2aEpuUVBuc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHtuVXLI3dRiD806FhLFE3Dv18XYa3oBhtXehrOm0eX2k6tDhUy_nktTrouhO_aem_LTy2tH1PoMSLOxU6fuX5OQ&ref=fs&irgwc=1&afsrc=1&clickid=WSB2k81QMxyZUpZQNOy-8zmMUkuRyixJ32hIXY0&irpid=7136593#1																	All-in-one PC optimizer							Create new	Advanced SystemCare	Speed up your PC
Sitelink	Add		IObit												https://www.macboost.net/purchase/macbooster4.php?fbclid=IwY2xjawR4qWhleHRuA2FlbQIxMABicmlkETE3WHFDUnFrS3g2aEpuUVBuc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHtuVXLI3dRiD806FhLFE3Dv18XYa3oBhtXehrOm0eX2k6tDhUy_nktTrouhO_aem_LTy2tH1PoMSLOxU6fuX5OQ&ref=fs&irgwc=1&afsrc=1&clickid=WSB2k81QMxyZUpZQNOy-8zmMUkuRyixJ32hIXY0&irpid=7136593#2																	Auto driver updates							Create new	Driver Booster	Keep drivers current
Sitelink	Add		IObit												https://www.macboost.net/purchase/macbooster4.php?fbclid=IwY2xjawR4qWhleHRuA2FlbQIxMABicmlkETE3WHFDUnFrS3g2aEpuUVBuc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHtuVXLI3dRiD806FhLFE3Dv18XYa3oBhtXehrOm0eX2k6tDhUy_nktTrouhO_aem_LTy2tH1PoMSLOxU6fuX5OQ&ref=fs&irgwc=1&afsrc=1&clickid=WSB2k81QMxyZUpZQNOy-8zmMUkuRyixJ32hIXY0&irpid=7136593#3																	Real-time PC protection							Create new	Malware Fighter	Block threats fast
Sitelink	Add		IObit												https://www.macboost.net/purchase/macbooster4.php?fbclid=IwY2xjawR4qWhleHRuA2FlbQIxMABicmlkETE3WHFDUnFrS3g2aEpuUVBuc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHtuVXLI3dRiD806FhLFE3Dv18XYa3oBhtXehrOm0eX2k6tDhUy_nktTrouhO_aem_LTy2tH1PoMSLOxU6fuX5OQ&ref=fs&irgwc=1&afsrc=1&clickid=WSB2k81QMxyZUpZQNOy-8zmMUkuRyixJ32hIXY0&irpid=7136593#4																	Free IObit utilities							Create new	Free Downloads	Try before you buy
