Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	Custom Logo creator	Search	Google search; Search partners	154553	Manual CPC		United States; Germany; France; United Kingdom; Spain; Canada; Australia; Italy; Netherlands; Portugal	No																															
Ad Group	Add		Custom Logo creator								Ad group 1		2781.95																												
Keyword	Add		Custom Logo creator								Ad group 1	custom logo creator		Exact																											
Keyword	Add		Custom Logo creator								Ad group 1	logo yulias studio		Exact																											
Keyword	Add		Custom Logo creator								Ad group 1	custom logo design		Exact																											
Ad	Add		Custom Logo creator								Ad group 1				https://logo.yulias.studio/?ref=uiltexyt	{Keyword:Custom Logo}	Custom Logo Design	Professional Branding	Affordable Logo Service	Unique Brand Identity	Handcrafted Logo Design	Custom Logo Official	Business Logo Packages	Creative Design Studio	Fast Logo Delivery	Vector & Print Ready	Brand Identity Kits	Revisions Included	Shop Logo Packages	Get Your Logo Now	Custom Logo Creator offers professional logo design. Unique brand identity.	Shop custom logo packages. Affordable, handcrafted, vector and print ready.	Custom Logo official studio. Fast delivery with revisions included.	Get your logo now. Professional branding and creative design services.			Responsive search ad				
Callout	Add		Custom Logo creator																																			Instant Delivery			
Callout	Add		Custom Logo creator																																			4.8 Star Rating			
Callout	Add		Custom Logo creator																																			HD & Ultra HD Quality			
Callout	Add		Custom Logo creator																																			Secure Payment			
Sitelink	Add		Custom Logo creator												https://logo.yulias.studio/?ref=uiltexyt#1																	Professional logo design							Create new	Logo Packages	Affordable branding
Sitelink	Add		Custom Logo creator												https://logo.yulias.studio/?ref=uiltexyt#2																	Complete brand kits							Create new	Brand Identity	Logo and brand assets
Sitelink	Add		Custom Logo creator												https://logo.yulias.studio/?ref=uiltexyt#3																	See our design work							Create new	Portfolio	Creative logo samples
Sitelink	Add		Custom Logo creator												https://logo.yulias.studio/?ref=uiltexyt#4																	Start your logo design							Create new	Order Now	Fast delivery
