Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	Casper Academy	Search	Google search; Search partners	154553	Manual CPC		United States; Canada; Italy; France; Spain; Germany; United Kingdom; Australia; Netherlands; Sweden	No																															
Ad Group	Add		Casper Academy								Ad group 1		7573.09																												
Keyword	Add		Casper Academy								Ad group 1	casper academy		Exact																											
Keyword	Add		Casper Academy								Ad group 1	casper learning		Exact																											
Keyword	Add		Casper Academy								Ad group 1	casper academy online		Exact																											
Ad	Add		Casper Academy								Ad group 1				https://casper.academy/?ref=pjkihumm	{Keyword:Casper Academy}	Online Learning Platform	Professional Courses	Learn New Skills Online	Career Development	Self-Paced Learning	Casper Academy Official	Certified Programs	Expert-Led Training	Affordable Online Courses	Start Learning Today	Skill Building Courses	Interactive Curriculum	Shop Courses Now	Grow With Casper	Casper Academy offers online courses for professional development. Learn now.	Shop Casper Academy for self-paced certified programs. Expert-led training.	Casper Academy official platform. Affordable courses to build new skills.	Grow with Casper Academy. Interactive online learning for your career.			Responsive search ad				
Callout	Add		Casper Academy																																			Instant Delivery			
Callout	Add		Casper Academy																																			4.8 Star Rating			
Callout	Add		Casper Academy																																			HD & Ultra HD Quality			
Callout	Add		Casper Academy																																			Secure Payment			
Sitelink	Add		Casper Academy												https://casper.academy/?ref=pjkihumm#1																	All available courses							Create new	Browse Courses	Find your program
Sitelink	Add		Casper Academy												https://casper.academy/?ref=pjkihumm#2																	Certified online programs							Create new	Certifications	Boost your resume
Sitelink	Add		Casper Academy												https://casper.academy/?ref=pjkihumm#3																	Start learning free							Create new	Free Courses	No cost to begin
Sitelink	Add		Casper Academy												https://casper.academy/?ref=pjkihumm#4																	Student help center							Create new	Support	Assistance available
