Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	DOORS	Search	Google search; Search partners	154553	Manual CPC		United States; United Kingdom; Canada; Australia; Germany; Italy; Netherlands; France; Spain; Sweden	No																															
Ad Group	Add		DOORS								Ad group 1		2627.40																												
Keyword	Add		DOORS								Ad group 1	doors nyc		Exact																											
Keyword	Add		DOORS								Ad group 1	doors clothing		Exact																											
Keyword	Add		DOORS								Ad group 1	doors fashion nyc		Exact																											
Ad	Add		DOORS								Ad group 1				https://doors.nyc/collections/clothing/shop?ref=qeiuorol	{Keyword:DOORS NYC}	NYC Streetwear Brand	Urban Fashion & Style	Shop Clothing Online	Bold New York Fashion	Limited Edition Drops	DOORS NYC Official	Contemporary Apparel	Unisex Street Style	Artistic Fashion Design	Exclusive Collections	Made In New York	Expressive Urban Wear	Shop New Drops Now	Wear Your Story	DOORS NYC offers bold urban streetwear. Contemporary fashion from New York.	Shop DOORS for limited edition clothing drops. Artistic design, unisex style.	DOORS NYC official store. Expressive urban fashion and exclusive collections.	Wear your story with DOORS NYC. Made in New York street style clothing.			Responsive search ad				
Callout	Add		DOORS																																			Instant Delivery			
Callout	Add		DOORS																																			4.8 Star Rating			
Callout	Add		DOORS																																			HD & Ultra HD Quality			
Callout	Add		DOORS																																			Secure Payment			
Sitelink	Add		DOORS												https://doors.nyc/collections/clothing/shop?ref=qeiuorol#1																	Latest clothing releases							Create new	New Drops	Limited edition designs
Sitelink	Add		DOORS												https://doors.nyc/collections/clothing/shop?ref=qeiuorol#2																	Urban streetwear apparel							Create new	Clothing	Bold NYC fashion
Sitelink	Add		DOORS												https://doors.nyc/collections/clothing/shop?ref=qeiuorol#3																	Fashion accessories							Create new	Accessories	Complete your look
Sitelink	Add		DOORS												https://doors.nyc/collections/clothing/shop?ref=qeiuorol#4																	Our story and mission							Create new	About DOORS	NYC fashion brand
