Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	Pixilated Photo Booth	Search	Google search; Search partners	154553	Manual CPC		United States; United Kingdom; Canada; France; Australia; Spain; Germany; Netherlands; Denmark	No																															
Ad Group	Add		Pixilated Photo Booth								Ad group 1		2009.19																												
Keyword	Add		Pixilated Photo Booth								Ad group 1	pixilated		Exact																											
Keyword	Add		Pixilated Photo Booth								Ad group 1	pixilated photo booth		Exact																											
Keyword	Add		Pixilated Photo Booth								Ad group 1	photo booth rental		Exact																											
Ad	Add		Pixilated Photo Booth								Ad group 1				https://www.pixilated.com/?ref=jhakhjyz	{Keyword:Pixilated}	Photo Booth Solutions	Event Photo Booths	Digital Photo Booth App	Branded Photo Booths	Virtual & Live Booths	Pixilated Official Site	Corporate Event Booths	Wedding Photo Booths	Custom Branded Overlays	GIF & Video Booths	No Hardware Needed	Self-Serve Photo Booth	Engage Your Guests	Start Free Trial	Pixilated offers digital photo booth solutions for events. Branded and custom.	Photo booths for weddings and corporate events. Pixilated virtual and live.	Pixilated official site. No hardware needed, self-serve digital photo booths.	Engage your guests with Pixilated. GIF, video, and branded photo booths.			Responsive search ad				
Callout	Add		Pixilated Photo Booth																																			Instant Delivery			
Callout	Add		Pixilated Photo Booth																																			4.8 Star Rating			
Callout	Add		Pixilated Photo Booth																																			HD & Ultra HD Quality			
Callout	Add		Pixilated Photo Booth																																			Secure Payment			
Sitelink	Add		Pixilated Photo Booth												https://www.pixilated.com/?ref=jhakhjyz#1																	Digital photo booth app							Create new	Photo Booth App	No hardware needed
Sitelink	Add		Pixilated Photo Booth												https://www.pixilated.com/?ref=jhakhjyz#2																	Branded event booths							Create new	Corporate Events	Engage your audience
Sitelink	Add		Pixilated Photo Booth												https://www.pixilated.com/?ref=jhakhjyz#3																	Fun wedding photo booth							Create new	Wedding Booths	Capture memories
Sitelink	Add		Pixilated Photo Booth												https://www.pixilated.com/?ref=jhakhjyz#4																	Try Pixilated free							Create new	Free Trial	Start your event
