Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	Airwallex - Affiliate Program	Search	Google search; Search partners	154553	Manual CPC		Australia; United States; United Kingdom; Canada; France; Netherlands; Germany; New Zealand; Spain; Italy	No																															
Ad Group	Add		Airwallex - Affiliate Program								Ad group 1		20091.87																												
Keyword	Add		Airwallex - Affiliate Program								Ad group 1	airwallex		Exact																											
Keyword	Add		Airwallex - Affiliate Program								Ad group 1	airwallex business		Exact																											
Keyword	Add		Airwallex - Affiliate Program								Ad group 1	airwallex payments		Exact																											
Ad	Add		Airwallex - Affiliate Program								Ad group 1				https://www.airwallex.com/global/business-account?fbclid=IwY2xjawR4p0xleHRuA2FlbQIxMABicmlkETE3WHFDUnFrS3g2aEpuUVBuc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHpzcbhRqsq_KN8BJvdaAE82SOMSrrv-X9HotJjaqNINH2X6G18IHgoWUE3d-_aem_Aznf9LpVQkoe2gT8TSNwoA&irclickid=WSB2k81QMxyZUpZQNOy-8zmMUkuRygS532hIXY0&sharedid=&irpid=7113813&irgwc=1&afsrc=1&utm_source=impact&utm_medium=affiliates&utm_campaign=Novabus&im_reward=&srr=	{Keyword:Airwallex}	Global Business Payments	Multi-Currency Accounts	Low FX Rates Guaranteed	Business Banking Online	Send Money Worldwide	Airwallex Official	Save On Currency Fees	60+ Currencies Supported	Fast International Transfers	API Payment Solutions	Business Cards Available	Trusted By 100K+ Firms	Open Account In Minutes	Start With Airwallex	Airwallex offers global business payments with low FX rates. Multi-currency accounts.	Send and receive payments in 60+ currencies. Airwallex saves businesses on FX fees.	Airwallex business accounts with fast transfers and low fees. Trusted by 100K+ firms.	Open a multi-currency business account in minutes. Airwallex global payment solutions.			Responsive search ad				
Callout	Add		Airwallex - Affiliate Program																																			Instant Delivery			
Callout	Add		Airwallex - Affiliate Program																																			4.8 Star Rating			
Callout	Add		Airwallex - Affiliate Program																																			HD & Ultra HD Quality			
Callout	Add		Airwallex - Affiliate Program																																			Secure Payment			
Sitelink	Add		Airwallex - Affiliate Program												https://www.airwallex.com/global/business-account?fbclid=IwY2xjawR4p0xleHRuA2FlbQIxMABicmlkETE3WHFDUnFrS3g2aEpuUVBuc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHpzcbhRqsq_KN8BJvdaAE82SOMSrrv-X9HotJjaqNINH2X6G18IHgoWUE3d-_aem_Aznf9LpVQkoe2gT8TSNwoA&irclickid=WSB2k81QMxyZUpZQNOy-8zmMUkuRygS532hIXY0&sharedid=&irpid=7113813&irgwc=1&afsrc=1&utm_source=impact&utm_medium=affiliates&utm_campaign=Novabus&im_reward=&srr=#1																	Multi-currency accounts							Create new	Business Account	Open in minutes free
Sitelink	Add		Airwallex - Affiliate Program												https://www.airwallex.com/global/business-account?fbclid=IwY2xjawR4p0xleHRuA2FlbQIxMABicmlkETE3WHFDUnFrS3g2aEpuUVBuc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHpzcbhRqsq_KN8BJvdaAE82SOMSrrv-X9HotJjaqNINH2X6G18IHgoWUE3d-_aem_Aznf9LpVQkoe2gT8TSNwoA&irclickid=WSB2k81QMxyZUpZQNOy-8zmMUkuRygS532hIXY0&sharedid=&irpid=7113813&irgwc=1&afsrc=1&utm_source=impact&utm_medium=affiliates&utm_campaign=Novabus&im_reward=&srr=#2																	Send money worldwide							Create new	Global Payments	Low FX rates guaranteed
Sitelink	Add		Airwallex - Affiliate Program												https://www.airwallex.com/global/business-account?fbclid=IwY2xjawR4p0xleHRuA2FlbQIxMABicmlkETE3WHFDUnFrS3g2aEpuUVBuc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHpzcbhRqsq_KN8BJvdaAE82SOMSrrv-X9HotJjaqNINH2X6G18IHgoWUE3d-_aem_Aznf9LpVQkoe2gT8TSNwoA&irclickid=WSB2k81QMxyZUpZQNOy-8zmMUkuRygS532hIXY0&sharedid=&irpid=7113813&irgwc=1&afsrc=1&utm_source=impact&utm_medium=affiliates&utm_campaign=Novabus&im_reward=&srr=#3																	Multi-currency cards							Create new	Business Cards	Spend globally save locally
Sitelink	Add		Airwallex - Affiliate Program												https://www.airwallex.com/global/business-account?fbclid=IwY2xjawR4p0xleHRuA2FlbQIxMABicmlkETE3WHFDUnFrS3g2aEpuUVBuc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHpzcbhRqsq_KN8BJvdaAE82SOMSrrv-X9HotJjaqNINH2X6G18IHgoWUE3d-_aem_Aznf9LpVQkoe2gT8TSNwoA&irclickid=WSB2k81QMxyZUpZQNOy-8zmMUkuRygS532hIXY0&sharedid=&irpid=7113813&irgwc=1&afsrc=1&utm_source=impact&utm_medium=affiliates&utm_campaign=Novabus&im_reward=&srr=#4																	Transparent low fees							Create new	Pricing	No hidden charges
