Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	Trak Racer EU	Search	Google search; Search partners	154553	Manual CPC		United States; Australia; United Kingdom; Germany; Canada; France; Italy; Belgium; Spain; Sweden	No																															
Ad Group	Add		Trak Racer EU								Ad group 1		772.76																												
Keyword	Add		Trak Racer EU								Ad group 1	trak racer		Exact																											
Keyword	Add		Trak Racer EU								Ad group 1	trak racer eu		Exact																											
Keyword	Add		Trak Racer EU								Ad group 1	trakracer		Exact																											
Ad	Add		Trak Racer EU								Ad group 1				https://trakracer.eu/?ref=kbdptabo	{Keyword:Trak Racer}	Sim Racing Cockpits	Racing Rigs & Mounts	Pro Sim Racing Setup	Monitor Mounts & Stands	Aluminum Racing Frames	Trak Racer EU Official	Immersive Racing Sims	Adjustable Cockpit Rigs	Wheel & Pedal Mounts	Built For Sim Racers	Modular Racing Systems	Free EU Shipping	Shop Racing Rigs Now	Race Like A Pro	Trak Racer offers sim racing cockpits and rigs. Aluminum frames, pro quality.	Shop Trak Racer EU for racing mounts and monitor stands. Free EU shipping.	Trak Racer modular sim rigs. Adjustable cockpits for every sim racing setup.	Race like a pro with Trak Racer. Premium sim racing systems built to last.			Responsive search ad				
Callout	Add		Trak Racer EU																																			Instant Delivery			
Callout	Add		Trak Racer EU																																			4.8 Star Rating			
Callout	Add		Trak Racer EU																																			HD & Ultra HD Quality			
Callout	Add		Trak Racer EU																																			Secure Payment			
Sitelink	Add		Trak Racer EU												https://trakracer.eu/?ref=kbdptabo#1																	Pro sim racing cockpits							Create new	Racing Cockpits	Aluminum frame design
Sitelink	Add		Trak Racer EU												https://trakracer.eu/?ref=kbdptabo#2																	Racing monitor stands							Create new	Monitor Mounts	Single and triple setup
Sitelink	Add		Trak Racer EU												https://trakracer.eu/?ref=kbdptabo#3																	Mounts and add-ons							Create new	Accessories	Customize your rig
Sitelink	Add		Trak Racer EU												https://trakracer.eu/?ref=kbdptabo#4																	Save on racing rigs							Create new	Sale	Special offers today
