Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	CharCharms	Search	Google search; Search partners	154553	Manual CPC		United States; United Kingdom; Canada; Australia; France; Netherlands; Sweden; Belgium; Italy; Switzerland	No																															
Ad Group	Add		CharCharms								Ad group 1		154.55																												
Keyword	Add		CharCharms								Ad group 1	charcharms		Exact																											
Keyword	Add		CharCharms								Ad group 1	char charms		Exact																											
Keyword	Add		CharCharms								Ad group 1	charger charms		Exact																											
Ad	Add		CharCharms								Ad group 1				https://charcharms.com/?ref=xlrwnzqa	{Keyword:CharCharms}	Charger Cable Charms	Cute Tech Accessories	Personalize Your Charger	Fun Cable Decorations	Unique Tech Gifts	CharCharms Official	Phone Charger Charms	Laptop Cable Charms	Trendy & Adorable	Gifts For Tech Lovers	Express Your Style	Collectible Charms	Shop Charms Now	Make Charging Fun	CharCharms offers cute charger cable charms. Personalize your tech accessories.	Shop CharCharms for fun cable decorations. Unique gifts for tech lovers.	CharCharms official store. Trendy charger charms for phones and laptops.	Make charging fun with CharCharms. Collectible cable charms and accessories.			Responsive search ad				
Callout	Add		CharCharms																																			Instant Delivery			
Callout	Add		CharCharms																																			4.8 Star Rating			
Callout	Add		CharCharms																																			HD & Ultra HD Quality			
Callout	Add		CharCharms																																			Secure Payment			
Sitelink	Add		CharCharms												https://charcharms.com/?ref=xlrwnzqa#1																	Charger cable charms							Create new	Phone Charms	Cute phone accessories
Sitelink	Add		CharCharms												https://charcharms.com/?ref=xlrwnzqa#2																	Laptop cable charms							Create new	Laptop Charms	Personalize your setup
Sitelink	Add		CharCharms												https://charcharms.com/?ref=xlrwnzqa#3																	Charm gift bundles							Create new	Gift Sets	Perfect tech gifts
Sitelink	Add		CharCharms												https://charcharms.com/?ref=xlrwnzqa#4																	Latest charm designs							Create new	New Charms	Fresh and trendy
Campaign	Add	Enabled	Shark Wheel Affiliate Program	Search	Google search; Search partners	154553	Manual CPC		United States; United Kingdom; Canada	No																															
Ad Group	Add		Shark Wheel Affiliate Program								Ad group 1		154.55																												
Keyword	Add		Shark Wheel Affiliate Program								Ad group 1	shark wheel		Exact																											
Keyword	Add		Shark Wheel Affiliate Program								Ad group 1	sharkwheel		Exact																											
Keyword	Add		Shark Wheel Affiliate Program								Ad group 1	shark wheel skateboard		Exact																											
Ad	Add		Shark Wheel Affiliate Program								Ad group 1				https://sharkwheel.com/?ref=bddfomsm	{Keyword:Shark Wheel}	Sine Wave Wheels	Skateboard Wheels	Better Grip & Speed	Patented Wave Design	Longboard Wheels	Shark Wheel Official	Rain & Terrain Ready	Less Friction More Speed	Scooter & Roller Wheels	All-Terrain Skating	Smooth & Fast Ride	Innovative Wheel Tech	Shop Wheels Now	Ride The Shark Wave	Shark Wheel's patented sine wave design. Better grip, speed, and control.	Shop Shark Wheel for skateboard and longboard wheels. All-terrain ready.	Shark Wheel official store. Innovative wheel tech for a smoother ride.	Ride the wave with Shark Wheel. Less friction, more speed on any surface.			Responsive search ad				
Callout	Add		Shark Wheel Affiliate Program																																			Instant Delivery			
Callout	Add		Shark Wheel Affiliate Program																																			4.8 Star Rating			
Callout	Add		Shark Wheel Affiliate Program																																			HD & Ultra HD Quality			
Callout	Add		Shark Wheel Affiliate Program																																			Secure Payment			
Sitelink	Add		Shark Wheel Affiliate Program												https://sharkwheel.com/?ref=bddfomsm#1																	Sine wave skate wheels							Create new	Skateboard Wheels	Better grip and speed
Sitelink	Add		Shark Wheel Affiliate Program												https://sharkwheel.com/?ref=bddfomsm#2																	Cruiser longboard wheels							Create new	Longboard Wheels	Smooth all-terrain ride
Sitelink	Add		Shark Wheel Affiliate Program												https://sharkwheel.com/?ref=bddfomsm#3																	Scooter wheel upgrades							Create new	Scooter Wheels	Patented wave design
Sitelink	Add		Shark Wheel Affiliate Program												https://sharkwheel.com/?ref=bddfomsm#4																	Bearings and hardware							Create new	Accessories	Complete your setup
Campaign	Add	Enabled	SOOTIF.COM	Search	Google search; Search partners	154553	Manual CPC		United Kingdom; Spain; Italy	No																															
Ad Group	Add		SOOTIF.COM								Ad group 1		309.11																												
Keyword	Add		SOOTIF.COM								Ad group 1	sootif		Exact																											
Keyword	Add		SOOTIF.COM								Ad group 1	sootif custom		Exact																											
Keyword	Add		SOOTIF.COM								Ad group 1	sootif personalized		Exact																											
Ad	Add		SOOTIF.COM								Ad group 1				https://sootif.com/?ref=iabtybzv	{Keyword:SOOTIF}	Custom Personalized Gifts	Photo Gifts & Products	Custom Mugs & Blankets	Personalized Home Decor	Unique Custom Gifts	SOOTIF Official Store	Custom Canvas Prints	Photo Jewelry & Gifts	Custom T-Shirts	Memorable Gift Ideas	Create Your Design	Fast Custom Production	Shop Custom Gifts Now	Make It Personal	SOOTIF offers custom personalized gifts. Photo mugs, blankets, and more.	Shop SOOTIF for unique custom gifts. Canvas prints, jewelry, and apparel.	SOOTIF official store. Fast custom production on personalized home decor.	Make it personal with SOOTIF. Memorable custom gifts for every occasion.			Responsive search ad				
Callout	Add		SOOTIF.COM																																			Instant Delivery			
Callout	Add		SOOTIF.COM																																			4.8 Star Rating			
Callout	Add		SOOTIF.COM																																			HD & Ultra HD Quality			
Callout	Add		SOOTIF.COM																																			Secure Payment			
Sitelink	Add		SOOTIF.COM												https://sootif.com/?ref=iabtybzv#1																	Personalized photo mugs							Create new	Custom Mugs	Create your design
Sitelink	Add		SOOTIF.COM												https://sootif.com/?ref=iabtybzv#2																	Custom photo canvas art							Create new	Canvas Prints	Decorate your home
Sitelink	Add		SOOTIF.COM												https://sootif.com/?ref=iabtybzv#3																	Personalized blankets							Create new	Custom Blankets	Cozy photo gifts
Sitelink	Add		SOOTIF.COM												https://sootif.com/?ref=iabtybzv#4																	Photo necklaces and more							Create new	Custom Jewelry	Unique personal gifts
