Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Vaporesso Store,Search,Google search,150654,Daily,Manual CPC,,en,2826;2840;2250;2380;2276;2724;2124;2056;2528;2752,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Vaporesso Store,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vaporesso Store,,,,,,,,,,AG-1,,Enabled,vaporesso,Exact match,452,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Vaporesso Store,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Vaporesso Official Store,Vaporesso Big Sale Today,Up To 30% Off Today,Free Shipping Available,Shop Vaporesso Best Sellers,Code NYMBUS Save More,New Arrivals Weekly,Premium Quality Build,Best Vaporesso Deals 2026,Worldwide Fast Shipping,Trusted Online Store,Buy Vaporesso Online Now,Member Reward Program,Easy Returns Available,Top Rated Brand,Premium picks at Vaporesso. Save up to 30% with free shipping on selected items today.,"Trusted online store with Vaporesso best sellers, new arrivals and exclusive promo codes.",Use code NYMBUS for an extra discount. Worldwide shipping with easy online returns.,Member reward program and top rated service. Discover Vaporesso essentials made simple.,https://store.vaporesso.com/?ref=nnmmyram,,,,
Sitelink,Add,,Vaporesso Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://store.vaporesso.com/?ref=nnmmyram&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Vaporesso Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://store.vaporesso.com/?ref=nnmmyram,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Vaporesso Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://store.vaporesso.com/?ref=nnmmyram&2,Create new,Campaign,All Blog,
Callout,Add,,Vaporesso Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Vaporesso Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Vaporesso Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Vaporesso Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
