Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Templar Cross,Search,Google search,130000,Daily,Manual CPC,,en,2840;2826;2124;2036;2528;2620;2250;2380;2756;2040,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Templar Cross,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Templar Cross,,,,,,,,,,AG-1,,Enabled,templar cross,Exact match,390,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Templar Cross,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Templar Cross Store,Knights Templar Jewelry,Up To 30% Off Today,Free Shipping Worldwide,Sterling Silver Crosses,Crusader Knight Pendants,Christian Faith Symbols,Premium Religious Gifts,Code NYMBUS Save More,Handcrafted Quality,Catholic Knights Cross,Trusted Jewelry Brand,Heirloom Quality Pieces,Shop Best Sellers,Templar Cross Sale,Knights Templar jewelry and Christian symbols at Templar Cross. Save up to 30%.,"Sterling silver crosses, crusader knight pendants and premium religious gifts.",Use code NYMBUS for an extra discount. Free worldwide shipping on top picks.,Trusted jewelry brand with handcrafted heirloom quality pieces for the faithful.,https://templar-cross.com/?ref=ddloavcu,,,,
Sitelink,Add,,Templar Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://templar-cross.com/?ref=ddloavcu&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Templar Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://templar-cross.com/?ref=ddloavcu,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Templar Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://templar-cross.com/?ref=ddloavcu&2,Create new,Campaign,All Blog,
Callout,Add,,Templar Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Templar Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Templar Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Templar Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
