Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,carpuride,Search,Google search,150654,Daily,Manual CPC,,en,2250;2724;2276;2380;2840;2528;2826;2620;2056;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,carpuride,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,carpuride,,,,,,,,,,AG-1,,Enabled,carpuride,Exact match,904,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,carpuride,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,carpuride Official Store,carpuride Big Sale Today,Up To 30% Off Today,Free Shipping Available,Shop carpuride Best Sellers,Code NYMBUS Save More,New Arrivals Weekly,Premium Quality Build,Best carpuride Deals 2026,Worldwide Fast Shipping,Trusted Online Store,Buy carpuride Online Now,Member Reward Program,Easy Returns Available,Top Rated Brand,Premium picks at carpuride. Save up to 30% with free shipping on selected items today.,"Trusted online store with carpuride best sellers, new arrivals and exclusive promo codes.",Use code NYMBUS for an extra discount. Worldwide shipping with easy online returns.,Member reward program and top rated service. Discover carpuride essentials made simple.,https://carpuride.com/?ref=sdhljckv,,,,
Sitelink,Add,,carpuride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://carpuride.com/?ref=sdhljckv&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,carpuride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://carpuride.com/?ref=sdhljckv,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,carpuride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://carpuride.com/?ref=sdhljckv&2,Create new,Campaign,All Blog,
Callout,Add,,carpuride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,carpuride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,carpuride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,carpuride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
