Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,HARD'N'HEAVY _ Shopify,Search,Google search,130000,Daily,Manual CPC,,en,2840;2276;2826;2250;2380,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,HARD'N'HEAVY _ Shopify,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HARD'N'HEAVY _ Shopify,,,,,,,,,,AG-1,,Enabled,hardnheavy,Exact match,780,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,HARD'N'HEAVY _ Shopify,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Hard N Heavy Official,Shop Hard N Heavy Style,Heavy Metal Streetwear,Rock & Metal Apparel,Edgy Streetwear Brand,New Drops Out Now,"Tees, Hoodies & Jackets",Free EU Shipping,Bold Designs For Rockers,Premium Metal Fashion,Up To 30 Off Sale,Limited Edition Drops,Order Yours Today,Heavy Style Made Loud,Shop The Hard Look,"Shop Hard N Heavy for bold metal streetwear. Tees, hoodies and jackets shipped fast.",Discover limited drops at Hard N Heavy. Premium heavy metal fashion built to last.,Free EU shipping on Hard N Heavy orders. Edgy designs for true rock fans every day.,Up to 30 off select Hard N Heavy gear. Official store with new arrivals each week.,https://hardnheavy.style/nymbuscommerce,,,,
Sitelink,Add,,HARD'N'HEAVY _ Shopify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://hardnheavy.style/nymbuscommerce&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,HARD'N'HEAVY _ Shopify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://hardnheavy.style/nymbuscommerce,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,HARD'N'HEAVY _ Shopify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://hardnheavy.style/nymbuscommerce&2,Create new,Campaign,All Blog,
Callout,Add,,HARD'N'HEAVY _ Shopify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,HARD'N'HEAVY _ Shopify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,HARD'N'HEAVY _ Shopify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,HARD'N'HEAVY _ Shopify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
