Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,SJCAM Official Website,Search,Google search,150654,Daily,Manual CPC,,en,2840;2276;2724;2380;2250;2826;2124;2528;2246;2040,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,SJCAM Official Website,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,SJCAM Official Website,,,,,,,,,,AG-1,,Enabled,sjcam,Exact match,452,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,SJCAM Official Website,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,SJCAM Official Store,SJCAM Big Sale Today,Up To 30% Off Today,Free Shipping Available,Shop SJCAM Best Sellers,Code NYMBUS Save More,New Arrivals Weekly,Premium Quality Build,Best SJCAM Deals 2026,Worldwide Fast Shipping,Trusted Online Store,Buy SJCAM Online Now,Member Reward Program,Easy Returns Available,Top Rated Brand,Premium picks at SJCAM. Save up to 30% with free shipping on selected items today.,"Trusted online store with SJCAM best sellers, new arrivals and exclusive promo codes.",Use code NYMBUS for an extra discount. Worldwide shipping with easy online returns.,Member reward program and top rated service. Discover SJCAM essentials made simple.,https://sjcam.com/?ref=avshptqo,,,,
Sitelink,Add,,SJCAM Official Website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://sjcam.com/?ref=avshptqo&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,SJCAM Official Website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://sjcam.com/?ref=avshptqo,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,SJCAM Official Website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://sjcam.com/?ref=avshptqo&2,Create new,Campaign,All Blog,
Callout,Add,,SJCAM Official Website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,SJCAM Official Website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,SJCAM Official Website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,SJCAM Official Website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
