Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Pixilated Photo Booth,Search,Google search,150654,Daily,Manual CPC,,en,2840;2826;2124;2250;2036;2724;2276;2528;2208,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Pixilated Photo Booth,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Pixilated Photo Booth,,,,,,,,,,AG-1,,Enabled,pixilated,Exact match,1500,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Pixilated Photo Booth,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Pixilated Official Store,Pixilated Big Sale Today,Up To 30% Off Today,Free Shipping Available,Shop Pixilated Best Sellers,Code NYMBUS Save More,New Arrivals Weekly,Premium Quality Build,Best Pixilated Deals 2026,Worldwide Fast Shipping,Trusted Online Store,Buy Pixilated Online Now,Member Reward Program,Easy Returns Available,Top Rated Brand,Premium picks at Pixilated. Save up to 30% with free shipping on selected items today.,"Trusted online store with Pixilated best sellers, new arrivals and exclusive promo codes.",Use code NYMBUS for an extra discount. Worldwide shipping with easy online returns.,Member reward program and top rated service. Discover Pixilated essentials made simple.,https://www.pixilated.com/?ref=jhakhjyz,,,,
Sitelink,Add,,Pixilated Photo Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://www.pixilated.com/?ref=jhakhjyz&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Pixilated Photo Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://www.pixilated.com/?ref=jhakhjyz,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Pixilated Photo Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://www.pixilated.com/?ref=jhakhjyz&2,Create new,Campaign,All Blog,
Callout,Add,,Pixilated Photo Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Pixilated Photo Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Pixilated Photo Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Pixilated Photo Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
