Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Label Land,Search,Google search,130000,Daily,Manual CPC,,en,2840;2250;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Label Land,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Label Land,,,,,,,,,,AG-1,,Enabled,Label Land,Exact match,1500,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Label Land,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Label Land Official Store,Custom Labels & Stickers,Personalized Name Labels,Shop Label Land Today,Kids Name Labels Online,Durable Waterproof Labels,Up To 20 Off Labels,Free Shipping On Orders,Bottle & Lunch Labels,Design Labels In Minutes,Top Rated Custom Stickers,Made To Last & Stick,Order Label Land Now,Fun Labels For Schools,Shop New Label Designs,Shop Label Land personalized labels. Durable waterproof stickers for daily use.,"Design custom Label Land stickers fast. Perfect for kids, schools and home.",Free shipping on Label Land orders. Top rated labels that stick and last long.,Save up to 20 off Label Land sets. Official store with fresh new designs.,https://labelland.com/NYMBUSCOMMERCE,,,,
Sitelink,Add,,Label Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://labelland.com/NYMBUSCOMMERCE&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Label Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://labelland.com/NYMBUSCOMMERCE,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Label Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://labelland.com/NYMBUSCOMMERCE&2,Create new,Campaign,All Blog,
Callout,Add,,Label Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Label Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Label Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Label Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
