Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,DOORS,Search,Google search,150654,Daily,Manual CPC,,en,2840;2826;2124;2036;2276;2380;2528;2250;2724;2752,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,DOORS,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DOORS,,,,,,,,,,AG-1,,Enabled,doors,Exact match,1500,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,DOORS,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,DOORS Official Store,DOORS Big Sale Today,Up To 30% Off Today,Free Shipping Available,Shop DOORS Best Sellers,Code NYMBUS Save More,New Arrivals Weekly,Premium Quality Build,Best DOORS Deals 2026,Worldwide Fast Shipping,Trusted Online Store,Buy DOORS Online Now,Member Reward Program,Easy Returns Available,Top Rated Brand,Premium picks at DOORS. Save up to 30% with free shipping on selected items today.,"Trusted online store with DOORS best sellers, new arrivals and exclusive promo codes.",Use code NYMBUS for an extra discount. Worldwide shipping with easy online returns.,Member reward program and top rated service. Discover DOORS essentials made simple.,https://doors.nyc/collections/clothing/shop?ref=qeiuorol,,,,
Sitelink,Add,,DOORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://doors.nyc/collections/clothing/shop?ref=qeiuorol&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,DOORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://doors.nyc/collections/clothing/shop?ref=qeiuorol,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,DOORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://doors.nyc/collections/clothing/shop?ref=qeiuorol&2,Create new,Campaign,All Blog,
Callout,Add,,DOORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,DOORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,DOORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,DOORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
