Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Rubbit,Search,Google search,150654,Daily,Manual CPC,,en,2840;2380;2276;2124;2724;2036;2752,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Rubbit,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Rubbit,,,,,,,,,,AG-1,,Enabled,rubbit,Exact match,603,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Rubbit,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Rubbit Official Store,Rubbit Big Sale Today,Up To 30% Off Today,Free Shipping Available,Shop Rubbit Best Sellers,Code NYMBUS Save More,New Arrivals Weekly,Premium Quality Build,Best Rubbit Deals 2026,Worldwide Fast Shipping,Trusted Online Store,Buy Rubbit Online Now,Member Reward Program,Easy Returns Available,Top Rated Brand,Premium picks at Rubbit. Save up to 30% with free shipping on selected items today.,"Trusted online store with Rubbit best sellers, new arrivals and exclusive promo codes.",Use code NYMBUS for an extra discount. Worldwide shipping with easy online returns.,Member reward program and top rated service. Discover Rubbit essentials made simple.,https://www.rubbit.shop/?ref=gfarivjr,,,,
Sitelink,Add,,Rubbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://www.rubbit.shop/?ref=gfarivjr&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Rubbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://www.rubbit.shop/?ref=gfarivjr,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Rubbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://www.rubbit.shop/?ref=gfarivjr&2,Create new,Campaign,All Blog,
Callout,Add,,Rubbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Rubbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Rubbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Rubbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
