Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,willow.ie,Search,Google search,150654,Daily,Manual CPC,,en,2840;2826;2124;2250;2276;2724;2036;2380;2528;2752,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,willow.ie,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,willow.ie,,,,,,,,,,AG-1,,Enabled,willow,Exact match,904,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,willow.ie,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,willow.ie Official Store,willow.ie Big Sale Today,Up To 30% Off Today,Free Shipping Available,Shop willow.ie Best Sellers,Code NYMBUS Save More,New Arrivals Weekly,Premium Quality Build,Best willow.ie Deals 2026,Worldwide Fast Shipping,Trusted Online Store,Buy willow.ie Online Now,Member Reward Program,Easy Returns Available,Top Rated Brand,Premium picks at willow.ie. Save up to 30% with free shipping on selected items today.,"Trusted online store with willow.ie best sellers, new arrivals and exclusive promo codes.",Use code NYMBUS for an extra discount. Worldwide shipping with easy online returns.,Member reward program and top rated service. Discover willow.ie essentials made simple.,https://www.willow.ie/?ref=wrtomqzi,,,,
Sitelink,Add,,willow.ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://www.willow.ie/?ref=wrtomqzi&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,willow.ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://www.willow.ie/?ref=wrtomqzi,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,willow.ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://www.willow.ie/?ref=wrtomqzi&2,Create new,Campaign,All Blog,
Callout,Add,,willow.ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,willow.ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,willow.ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,willow.ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
