Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,GEPRC,Search,Google search,150654,Daily,Manual CPC,,en,2840;2276;2250;2380;2826;2124;2756;2040;2724;2528,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,GEPRC,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,GEPRC,,,,,,,,,,AG-1,,Enabled,geprc,Exact match,452,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,GEPRC,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,GEPRC Official Store,GEPRC Big Sale Today,Up To 30% Off Today,Free Shipping Available,Shop GEPRC Best Sellers,Code NYMBUS Save More,New Arrivals Weekly,Premium Quality Build,Best GEPRC Deals 2026,Worldwide Fast Shipping,Trusted Online Store,Buy GEPRC Online Now,Member Reward Program,Easy Returns Available,Top Rated Brand,Premium picks at GEPRC. Save up to 30% with free shipping on selected items today.,"Trusted online store with GEPRC best sellers, new arrivals and exclusive promo codes.",Use code NYMBUS for an extra discount. Worldwide shipping with easy online returns.,Member reward program and top rated service. Discover GEPRC essentials made simple.,https://geprc.com/?ref=hmltjnbz,,,,
Sitelink,Add,,GEPRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://geprc.com/?ref=hmltjnbz&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,GEPRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://geprc.com/?ref=hmltjnbz,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,GEPRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://geprc.com/?ref=hmltjnbz&2,Create new,Campaign,All Blog,
Callout,Add,,GEPRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,GEPRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,GEPRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,GEPRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
