Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Cohorted Beauty,Search,Google search,130000,Daily,Manual CPC,,en,2840;2124;2826;2528;2276,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Cohorted Beauty,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Cohorted Beauty,,,,,,,,,,AG-1,,Enabled,cohorted,Exact match,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Cohorted Beauty,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Cohorted Beauty Box UK,Luxury Beauty Subscription,Cohorted Monthly Box,Premium Beauty Brands,Shop Cohorted Beauty,Beauty Box Delivered,Cohorted Official Store,Discover New Skincare,Top UK Beauty Box,Save On Beauty Boxes,Cohorted - Luxe Beauty,Free UK Delivery Available,Curated Beauty Picks,Join The Beauty Cohort,Treat Yourself With Cohorted,Get curated luxury beauty boxes delivered monthly with Cohorted Beauty UK.,"Discover premium skincare, makeup and fragrance in every Cohorted Beauty Box.",Subscribe to Cohorted for top brand beauty products at exceptional value.,Cohorted Beauty brings handpicked luxury treats straight to your door each month.,https://www.cohorted.co.uk/ROLLINGYOURFATE,,,,
Sitelink,Add,,Cohorted Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://www.cohorted.co.uk/ROLLINGYOURFATE&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Cohorted Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://www.cohorted.co.uk/ROLLINGYOURFATE,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Cohorted Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://www.cohorted.co.uk/ROLLINGYOURFATE&2,Create new,Campaign,All Blog,
Callout,Add,,Cohorted Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Cohorted Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Cohorted Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Cohorted Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
