Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Lumeo Creative,Search,Google search,150654,Daily,Manual CPC,,en,2250,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Lumeo Creative,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Lumeo Creative,,,,,,,,,,AG-1,,Enabled,lumeo creative,Exact match,990,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Lumeo Creative,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Lumeo Creative Officiel,Luminaires Sur Mesure,100% Personnalisable,Designs Exclusifs FR,Qualité Premium FR,Service Client Dédié,Livraison Offerte,Retour Facile 14 Jours,Rendu 3D Personnalisé,Suspensions Sur Mesure,Lustres Plafonniers,Appliques Murales,Code CINEPRE 5%,French Craftsmanship,93% Satisfaction Client,Luminaires français 100% personnalisables avec rendu 3D avant achat.,"Suspensions, lustres et lampes sur mesure. Livraison offerte temps limité.",Code CINEPRE pour 5% de réduction. 93% des clients satisfaits.,"Designs exclusifs CRISTALI, PEARL, WOODY et SATURNE. Retour facile 14 jours.",https://lumeo-creative.com/?ref=CINEPRE&utm_source=affiliationgoaff,,,,
Sitelink,Add,,Lumeo Creative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://lumeo-creative.com/?ref=CINEPRE&utm_source=affiliationgoaff&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Lumeo Creative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://lumeo-creative.com/?ref=CINEPRE&utm_source=affiliationgoaff,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Lumeo Creative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://lumeo-creative.com/?ref=CINEPRE&utm_source=affiliationgoaff&2,Create new,Campaign,All Blog,
Callout,Add,,Lumeo Creative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Lumeo Creative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Lumeo Creative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Lumeo Creative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
