Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Pootoo,Search,Google search,150654,Daily,Manual CPC,,en,2840;2826;2124;2036;2756,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Pootoo,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Pootoo,,,,,,,,,,AG-1,,Enabled,pootoo,Exact match,2520,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Pootoo,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Pootoo Official Store,Vintage Modern Furniture,Free Shipping Worldwide,1095-Day Warranty,180-Day Returns,Solid Wood Construction,Mid-Century Modern,Modular Storage,Up To 35% Off,Coffee Tables & TVs,Bedroom Furniture,Entryway Storage,Home Office Desks,Living Room Furniture,Buy Pootoo Online,Vintage-inspired modern furniture in solid wood. Free shipping on every order.,1095-day craftsmanship warranty and 180-day returns. Shop with confidence.,"Living, bedroom, kitchen and office solutions. Save up to 35% today.",Mid-century modern designs with modular storage. Furniture with a past.,https://pootoo.com/?ref=CINEPRE&utm_source=affiliate%26utm_medium,,,,
Sitelink,Add,,Pootoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://pootoo.com/?ref=CINEPRE&utm_source=affiliate%26utm_medium&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Pootoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://pootoo.com/?ref=CINEPRE&utm_source=affiliate%26utm_medium,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Pootoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://pootoo.com/?ref=CINEPRE&utm_source=affiliate%26utm_medium&2,Create new,Campaign,All Blog,
Callout,Add,,Pootoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Pootoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Pootoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Pootoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
