Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Au Vodka,Search,Google search,150654,Daily,Manual CPC,,en,2826;2840;2528;2724;2250;2056;2208;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Au Vodka,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Au Vodka,,,,,,,,,,AG-1,,Enabled,auvodka,Exact match,180,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Au Vodka,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Au Vodka Official UK,One Sip & You Know,Five-Times Distilled,British Ultra Premium,11 Unique Flavours,Pre-Mixed Cans Available,Personalisation Option,Gold Gang Rewards,Au x Tango Edition,Miami Mango Limited,Mixed 24-Pack £5 Off,Gift Sets Available,Glassware Barware,Celebrity Endorsed,Buy Au Vodka Online,British ultra-premium vodka. One sip and you'll know - Au've been Tango'd.,Five-times distilled smooth vodka in 11 unique flavours plus ready-to-drink cans.,Au Vodka x Tango collaboration and Miami Mango limited edition available now.,Mixed 24-pack with £5 savings. Join the Gold Gang loyalty rewards programme.,https://auvodka.co.uk/?ref=urlknqmy,,,,
Sitelink,Add,,Au Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://auvodka.co.uk/?ref=urlknqmy&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Au Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://auvodka.co.uk/?ref=urlknqmy,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Au Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://auvodka.co.uk/?ref=urlknqmy&2,Create new,Campaign,All Blog,
Callout,Add,,Au Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Au Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Au Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Au Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
