Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Play Planet,Search,Google search,150654,Daily,Manual CPC,,en,2840;2724;2826;2620;2036,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Play Planet,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Play Planet,,,,,,,,,,AG-1,,Enabled,playplanet,Exact match,375,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Play Planet,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Play Planet Official,Imagination Runs Free,Eco-Friendly Toys,Non-Toxic Sustainable,Montessori Waldorf Toys,Women-Owned Small Biz,Naturally Sourced,Hypoallergenic Toys,Newsletter 10% Off,Free Ship Over $150,$8 Flat Rate Ship,Felt Wooden Puzzles,Pretend Play Kitchens,Baby Sensory Toys,Buy Eco Toys,"Where imagination runs free. Eco-friendly, non-toxic, sustainable handmade toys.",Montessori and Waldorf inspired. Naturally sourced and hypoallergenic materials.,Free US shipping over $150 or $8 flat rate. Newsletter 10% off available.,"Felt toys, wooden puzzles, play kitchens, baby toys and educational play sets.",https://playplanet.us/?ref=vkdshhvv,,,,
Sitelink,Add,,Play Planet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://playplanet.us/?ref=vkdshhvv&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Play Planet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://playplanet.us/?ref=vkdshhvv,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Play Planet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://playplanet.us/?ref=vkdshhvv&2,Create new,Campaign,All Blog,
Callout,Add,,Play Planet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Play Planet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Play Planet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Play Planet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
