Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Quordlepuzzles PL,Search,Google search,150654,Daily,Manual CPC,,en,2840;2036;2724,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Quordlepuzzles PL,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Quordlepuzzles PL,,,,,,,,,,AG-1,,Enabled,quordlepuzzles,Exact match,420,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Quordlepuzzles PL,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Quordlepuzzles Official,Wooden Animal Puzzles,Laser-Cut Precision,PEFC Certified Wood,Buy 3 Get 1 Free,Free Shipping Over 49E,Gift Ready Packaging,14-Day Money Back,Custom Wooden Puzzles,Mandala 3D Puzzles,Up To 92% Off Sale,Premium European Timber,Personalized Puzzles,Spring Sale Today,Shop Wooden Puzzles,Premium laser-cut wooden puzzles made from PEFC certified European timber.,"Spring sale: buy 3 puzzles, get 1 free. Free shipping on orders over 49 euros.",Gift-ready boxes with secure closure. 14-day money-back guarantee included.,"Custom personalized puzzles plus animal, 3D and mandala collections available.",https://www.quordlepuzzles.es/?ref=CINEPRE,,,,
Sitelink,Add,,Quordlepuzzles PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://www.quordlepuzzles.es/?ref=CINEPRE&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Quordlepuzzles PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://www.quordlepuzzles.es/?ref=CINEPRE,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Quordlepuzzles PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://www.quordlepuzzles.es/?ref=CINEPRE&2,Create new,Campaign,All Blog,
Callout,Add,,Quordlepuzzles PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Quordlepuzzles PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Quordlepuzzles PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Quordlepuzzles PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
