Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Earasers,Search,Google search,150654,Daily,Manual CPC,,en,2840;2036;2826;2124;2276;2528;2724;2246;2756;2040,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Earasers,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Earasers,,,,,,,,,,AG-1,,Enabled,earasers,Exact match,810,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Earasers,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Earasers Official Store,Patented V-Filter Tech,Medical-Grade Silicone,Virtually Invisible Plugs,Clear Sound Not Muffled,Code CINEPRE 10% Off,Award-Winning Earplugs,Music DJ Sleep Plugs,No Ear Impression Needed,Free Shipping Over 39E,Comfortable Custom Fit,Be Earresponsible,Hearing Protection,Motorsport Earplugs,Shop Earasers Today,Patented V-filter earplugs that protect hearing while preserving sound clarity.,Medical-grade silicone in virtually invisible design. Use code CINEPRE 10%.,"Music, DJ, dentist, sleep and motorsport plugs. Free shipping over 39 euros.",Award-winning by MusicRadar. Comfortable custom fit without ear impression.,https://earasers.shop/?ref=CINEPRE,,,,
Sitelink,Add,,Earasers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://earasers.shop/?ref=CINEPRE&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Earasers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://earasers.shop/?ref=CINEPRE,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Earasers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://earasers.shop/?ref=CINEPRE&2,Create new,Campaign,All Blog,
Callout,Add,,Earasers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Earasers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Earasers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Earasers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
