Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Nurse In The Making,Search,Google search,150654,Daily,Manual CPC,,en,2840;2276;2380,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Nurse In The Making,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Nurse In The Making,,,,,,,,,,AG-1,,Enabled,nurseinthemaking,Exact match,165,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Nurse In The Making,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Nurse In The Making,Nursing School No Fluff,300K+ Students Helped,Memory Tricks Mnemonics,Created By Nurses,Free US Shipping,Bundle Save Up 20%,Illustrated Study Notes,Comparison Charts,Pharmacology Flashcards,Med-Surg Study Guide,NCLEX Prep Materials,Clinical Pocket Guides,Digital eBooks,Buy Study Guides,"Nursing school without the fluff. Trusted by 300,000+ students helped.",Bundle and save up to 20% off. Created by nurses with memory tricks and mnemonics.,"Free US shipping on flashcards, study guides, NCLEX prep and clinical references.","Visual learning with illustrations, comparison charts and digital eBooks.",https://anurseinthemaking.com/?ref=nimyeamd,,,,
Sitelink,Add,,Nurse In The Making,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://anurseinthemaking.com/?ref=nimyeamd&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Nurse In The Making,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://anurseinthemaking.com/?ref=nimyeamd,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Nurse In The Making,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://anurseinthemaking.com/?ref=nimyeamd&2,Create new,Campaign,All Blog,
Callout,Add,,Nurse In The Making,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Nurse In The Making,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Nurse In The Making,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Nurse In The Making,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
