Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Max CPC,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Enabled,Merino Tech,Search,Google search,150654,Daily,Manual CPC,,en,2840;2250;2724;2826;2276;2036;2380;2124;2056;2528,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Merino Tech,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Merino Tech,,,,,,,,,,AG-1,,Enabled,merino tech,Exact match,480,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad,Add,,Merino Tech,,,,,,,,,,AG-1,,,,,,Enabled,Responsive search ad,Merino Tech Official,100% Pure Merino Wool,Natural Odor Resistance,All-Season Temp Control,Ultra Soft Non-Itching,Free Shipping Over $49,New Zealand Wool Source,Code MEMORIALDAY 20%,Base Layer Sets,Hoodies T-Shirts Tops,Premium Quality Pricing,Kids Merino Collection,Buy Merino Online,Shop Base Layers,Newsletter 20% Off,Premium 100% pure New Zealand merino wool apparel with natural odor resistance.,Use code MEMORIALDAY for 20% off sitewide. Free shipping on orders over $49.99.,Naturally breathable and made for movement. Adapts across every season.,"Base layer sets, hoodies, t-shirts, pants and kids collections available.",https://merino.tech/?ref=slssmgxa,,,,
Sitelink,Add,,Merino Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provide the best coupons,Rated by the user,,,https://merino.tech/?ref=slssmgxa&1,Create new,Campaign,Today's Top Coupon,
Sitelink,Add,,Merino Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale Up To 60%,To save your money,,,https://merino.tech/?ref=slssmgxa,Create new,Campaign,Best Deals Of The Days,
Sitelink,Add,,Merino Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Save with All Blog coupons,Discounts and promo codes for,,,https://merino.tech/?ref=slssmgxa&2,Create new,Campaign,All Blog,
Callout,Add,,Merino Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Rate: 4.93 / 5.0
Callout,Add,,Merino Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,100% Working Code
Callout,Add,,Merino Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,All Code Verified
Callout,Add,,Merino Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Create new,Campaign,,Free Code
