Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	Seagull 1963	Search	Google search; Search partners	153241.54	Manual CPC		United States; Australia	No																															
Ad Group	Add		Seagull 1963								Ad group 1		857.69																												
Keyword	Add		Seagull 1963								Ad group 1	seagull 1963		Exact																											
Keyword	Add		Seagull 1963								Ad group 1	seagull1963		Exact																											
Keyword	Add		Seagull 1963								Ad group 1	seagull watch		Exact																											
Ad	Add		Seagull 1963								Ad group 1				https://seagull1963.com/product/seagull-1963-38mm-acrylic-sapphire/?ref=smzkukgk	{Keyword:Seagull 1963}	Chinese Pilot Watches	Mechanical Chronograph	Iconic 1963 Reissue	Affordable Luxury Watch	Sapphire & Acrylic	Seagull 1963 Official	Hand-Wind Movement	Vintage Military Style	38mm & 40mm Options	Panda Dial Watches	Collectible Timepieces	Classic Pilot Design	Shop Watches On Sale	Own A Classic Watch	Seagull 1963 mechanical chronograph. Iconic Chinese pilot watch reissue.	Shop Seagull 1963 for affordable luxury watches. Hand-wind, sapphire crystal.	Seagull 1963 official store. Vintage military pilot watches, panda dial.	Own the iconic 1963. Collectible mechanical chronograph watches on sale.			Responsive search ad				
Campaign	Add	Enabled	Letbricks	Search	Google search; Search partners	153241.54	Manual CPC		France; United States; Germany; United Kingdom; Belgium; Canada; Italy; Switzerland; Sweden; New Zealand	No																															
Ad Group	Add		Letbricks								Ad group 1		225.72																												
Keyword	Add		Letbricks								Ad group 1	letbricks		Exact																											
Keyword	Add		Letbricks								Ad group 1	let bricks		Exact																											
Keyword	Add		Letbricks								Ad group 1	letbricks building		Exact																											
Ad	Add		Letbricks								Ad group 1				https://www.letbricks.com/?ref=bknobckw	{Keyword:Letbricks}	Building Block Sets	Alternative Brick Kits	Detailed Model Builds	Affordable Building Sets	Cars Planes & Cities	Letbricks Official Store	Adult Building Kits	Military & Tech Models	High Quality Bricks	Compatible Block Sets	Creative Building Fun	Collectible Model Kits	Shop Building Sets	Build Something Great	Letbricks offers detailed building block sets. Affordable alternative brick kits.	Shop Letbricks for cars, planes, and city model builds. Adult building fun.	Letbricks official store. High quality compatible bricks at great prices.	Build something great with Letbricks. Military, tech, and city block sets.			Responsive search ad				
Campaign	Add	Enabled	Modern Abayati	Search	Google search; Search partners	153241.54	Manual CPC		United States	No																															
Ad Group	Add		Modern Abayati								Ad group 1		420.80																												
Keyword	Add		Modern Abayati								Ad group 1	modern abayati		Exact																											
Keyword	Add		Modern Abayati								Ad group 1	abayati		Exact																											
Keyword	Add		Modern Abayati								Ad group 1	modern abaya shop		Exact																											
Ad	Add		Modern Abayati								Ad group 1				https://modern-abayati.com/?ref=rpeuzpba	{Keyword:Modern Abayati}	Modest Fashion Online	Elegant Abayas & Hijabs	Modern Islamic Fashion	Stylish Modest Clothing	Premium Quality Abayas	Modern Abayati Official	Everyday & Formal Abayas	Hijab Collections	Modest Dresses & Sets	Free Shipping Available	Contemporary Abaya Style	Luxury Modest Wear	Shop Abayas Online	Modest & Beautiful	Modern Abayati offers elegant abayas and hijabs. Stylish modest fashion online.	Shop Modern Abayati for premium abayas. Everyday and formal modest clothing.	Modern Abayati official store. Contemporary Islamic fashion with free ship.	Modest and beautiful fashion. Luxury abayas, hijabs, and modest dresses.			Responsive search ad				
Campaign	Add	Enabled	animota	Search	Google search; Search partners	153241.54	Manual CPC		United States; Germany; France; United Kingdom; Australia; Canada; Spain; Italy; Austria; Sweden	No																															
Ad Group	Add		animota								Ad group 1		76.47																												
Keyword	Add		animota								Ad group 1	animota		Exact																											
Keyword	Add		animota								Ad group 1	animota anime		Exact																											
Keyword	Add		animota								Ad group 1	animota store		Exact																											
Ad	Add		animota								Ad group 1				https://animota.net/?ref=prnzprqh	{Keyword:Animota}	Anime Merchandise Shop	Anime Figures & Goods	Manga & Anime Apparel	Collectible Anime Items	Japanese Pop Culture	Animota Official Store	Anime Posters & Art	Cosplay Accessories	Anime Gifts & Merch	Popular Series Merch	Figurines & Statues	Anime Fan Essentials	Shop Anime Gear Now	For True Anime Fans	Animota offers anime merchandise. Figures, apparel, and collectible items.	Shop Animota for manga and anime goods. Posters, cosplay, and fan merch.	Animota official store. Japanese pop culture collectibles and anime gear.	For true anime fans. Shop figurines, statues, and anime gifts at Animota.			Responsive search ad				
