Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	Hexgaming.com	Search	Google search; Search partners	153241.54	Manual CPC		United States; France; Germany; Canada; United Kingdom; Spain; Italy; Netherlands; Australia; Sweden	No																															
Ad Group	Add		Hexgaming.com								Ad group 1		407.78																												
Keyword	Add		Hexgaming.com								Ad group 1	hexgaming		Exact																											
Keyword	Add		Hexgaming.com								Ad group 1	hex gaming controller		Exact																											
Keyword	Add		Hexgaming.com								Ad group 1	hexgaming custom		Exact																											
Ad	Add		Hexgaming.com								Ad group 1				https://www.hexgaming.com/?ref=esskpzoa&utm_source=affiliate	{Keyword:HexGaming}	Custom Gaming Controllers	Pro Modded Controllers	PS5 & Xbox Controllers	Back Buttons & Triggers	Competitive Edge Gaming	HexGaming Official Store	Personalized Controllers	Hair Trigger Stops	Interchangeable Thumbs	Built For Pro Gamers	Design Your Controller	Pre-Built Pro Pads	FPS & Battle Royale	Shop Controllers Now	HexGaming custom controllers for PS5 and Xbox. Back buttons and hair triggers.	Shop HexGaming for pro modded controllers. Competitive edge for FPS gaming.	HexGaming official store. Personalized controllers with interchangeable parts.	Design your own pro controller at HexGaming. Built for competitive gamers.			Responsive search ad				
Campaign	Add	Enabled	Tsarbomba	Search	Google search; Search partners	153241.54	Manual CPC		United States; United Kingdom; France; Canada; Germany; Netherlands; Sweden	No																															
Ad Group	Add		Tsarbomba								Ad group 1		3372.69																												
Keyword	Add		Tsarbomba								Ad group 1	tsarbomba		Exact																											
Keyword	Add		Tsarbomba								Ad group 1	tsarbomba watch		Exact																											
Keyword	Add		Tsarbomba								Ad group 1	tsar bomba watch		Exact																											
Ad	Add		Tsarbomba								Ad group 1				https://tsarbomba.com/?ref=aqxwpgiy	{Keyword:Tsarbomba}	Luxury Sport Watches	Automatic Timepieces	Carbon Fiber Watches	Bold Watch Designs	Swiss Movement Watches	Tsarbomba Official	Limited Edition Watches	Waterproof Sport Watch	Sapphire Crystal Glass	Men's Luxury Watches	Precision Craftsmanship	Unique Watch Collection	Shop Watches On Sale	Own A Tsarbomba Now	Tsarbomba luxury sport watches. Automatic movements, carbon fiber, bold design.	Shop Tsarbomba for limited edition timepieces. Sapphire crystal, waterproof.	Tsarbomba official store. Precision crafted men's luxury watches on sale.	Own a bold Tsarbomba watch. Swiss movement, unique design, premium quality.			Responsive search ad				
