Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	Prop Money Inc. _ Impact	Search	Google search; Search partners	153241.54	Manual CPC		United States; Canada; France; Belgium	No																															
Ad Group	Add		Prop Money Inc. _ Impact								Ad group 1		371.61																												
Keyword	Add		Prop Money Inc. _ Impact								Ad group 1	prop money		Exact																											
Keyword	Add		Prop Money Inc. _ Impact								Ad group 1	propmoney		Exact																											
Keyword	Add		Prop Money Inc. _ Impact								Ad group 1	prop money inc		Exact																											
Ad	Add		Prop Money Inc. _ Impact								Ad group 1				https://propmoney.com/?fbclid=IwY2xjawR4pmVleHRuA2FlbQIxMABicmlkETFRTzZ3NUVvazR1eWkzN3Zxc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHlyj31gvzOm57TANl6Ar1d31PFt63xwcUBV0nkgLZdK9vBJSVRW3Tk0lwfD-_aem_MPLHVPZpgQurxlCoFwrqnQ&irclickid=xQFXSz1QoxyZWzOX42xbOX2gUkuRygxBY30I0U0&irgwc=1&afsrc=1	{Keyword:Prop Money}	Realistic Prop Bills	Movie & Film Money	Shop Prop Currency	Full Print Prop Bills	Fast Shipping Available	Prop Money Inc Official	For Film & Photography	High Quality Replicas	Bulk Orders Welcome	Prop Cash For Videos	Realistic Look & Feel	Used By Professionals	Shop All Denominations	Order Prop Money Now	Prop Money Inc offers realistic prop bills for film, photography, and video production.	Shop full print prop money. Fast shipping. High quality replicas for professional use.	Prop Money Inc is trusted by filmmakers. Realistic prop bills in all denominations.	Order prop money for movies and videos. Bulk orders welcome. Professional quality.			Responsive search ad				
Campaign	Add	Enabled	Arccaptain Welder	Search	Google search; Search partners	153241.54	Manual CPC		United States; Canada; France; Germany; Italy; United Kingdom; Austria; Belgium	No																															
Ad Group	Add		Arccaptain Welder								Ad group 1		106.20																												
Keyword	Add		Arccaptain Welder								Ad group 1	arccaptain		Exact																											
Keyword	Add		Arccaptain Welder								Ad group 1	arccaptain welder		Exact																											
Keyword	Add		Arccaptain Welder								Ad group 1	arc captain		Exact																											
Ad	Add		Arccaptain Welder								Ad group 1				https://www.arccaptain.com/?ref=ndwtnqxr	{Keyword:Arccaptain}	Welding Machines & Gear	MIG TIG Stick Welders	Portable Welding Tools	Affordable Pro Welders	Dual Voltage Welders	Arccaptain Official	All-In-One Welder	Professional Results	Beginner Friendly	Shop Welding Helmets	Lightweight & Portable	Inverter Technology	Shop Welders On Sale	Get Welding Today	Arccaptain welders deliver pro results at affordable prices. MIG, TIG, and stick.	Shop Arccaptain for portable welding machines. Dual voltage, beginner friendly.	Arccaptain all-in-one welders with inverter tech. Lightweight and powerful.	Get professional welding results with Arccaptain. Shop welders and gear now.			Responsive search ad				
Campaign	Add	Enabled	Evolution Power Tools UK	Search	Google search; Search partners	153241.54	Manual CPC		United Kingdom; United States; Portugal	No																															
Ad Group	Add		Evolution Power Tools UK								Ad group 1		168.41																												
Keyword	Add		Evolution Power Tools UK								Ad group 1	evolution power tools		Exact																											
Keyword	Add		Evolution Power Tools UK								Ad group 1	evolution tools		Exact																											
Keyword	Add		Evolution Power Tools UK								Ad group 1	evolution saw		Exact																											
Ad	Add		Evolution Power Tools UK								Ad group 1				https://bit.ly/3Oyklin	{Keyword:Evolution Tools}	Power Tools & Saws	Multi-Material Cutting	Mitre Saws & Blades	Professional Power Tools	Cut Steel Wood Plastic	Evolution Tools Official	Innovative Cutting Tech	Circular Saws & More	Industrial Grade Tools	Shop Blades & Discs	Reliable & Durable	DIY & Pro Grade Tools	Shop Best Sellers Now	Order Tools Today	Evolution Power Tools cut steel, wood, and plastic with one blade. Shop saws now.	Multi-material cutting technology from Evolution. Mitre saws and circular saws.	Evolution Power Tools for DIY and professional use. Industrial grade quality.	Shop Evolution for innovative power tools and blades. Reliable cutting tech.			Responsive search ad				
Campaign	Add	Enabled	LAYON	Search	Google search; Search partners	153241.54	Manual CPC		France; Italy; United States; United Kingdom; Denmark	No																															
Ad Group	Add		LAYON								Ad group 1		0.00																												
Keyword	Add		LAYON								Ad group 1	layon		Exact																											
Keyword	Add		LAYON								Ad group 1	layon eu		Exact																											
Keyword	Add		LAYON								Ad group 1	layon fashion		Exact																											
Ad	Add		LAYON								Ad group 1				https://www.layon.eu/?ref=gvzopzot	{Keyword:LAYON}	European Fashion Brand	Stylish Modern Wear	Shop Clothing Online	Designer Quality Fashion	Men & Women Apparel	LAYON Official Store	Contemporary Streetwear	Premium Fabrics Used	New Collections Weekly	Sustainable Fashion	Minimalist Design Style	Free EU Shipping	Shop New Arrivals	Elevate Your Style	LAYON offers stylish European fashion. Modern clothing for men and women.	Shop LAYON for contemporary streetwear. Premium fabrics, minimalist design.	LAYON official store. Designer quality fashion with free EU shipping.	Discover LAYON's new collections. Sustainable, stylish modern apparel.			Responsive search ad				
