Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Campaign	Add	Enabled	EngineDIY	Search	Google search; Search partners	153241.54	Manual CPC		United States; United Kingdom; Canada; Germany; Australia; France; Netherlands; Spain; New Zealand; Austria	No																															
Ad Group	Add		EngineDIY								Ad group 1		656.64																												
Keyword	Add		EngineDIY								Ad group 1	enginediy		Exact																											
Keyword	Add		EngineDIY								Ad group 1	engine diy		Exact																											
Keyword	Add		EngineDIY								Ad group 1	enginediy model		Exact																											
Ad	Add		EngineDIY								Ad group 1				https://www.enginediy.com/?ref=oarfdcka	{Keyword:EngineDIY}	Model Engine Kits	DIY Mechanical Models	Miniature Engine Builds	STEM & Hobby Kits	High Quality Metal Kits	EngineDIY Official	Stirling Engine Models	V-Type Engine Kits	Assembly Kits For Adults	Unique Gift Ideas	Detailed Instructions	Collectible Engine Models	Shop Model Kits Now	Build Your Own Engine	EngineDIY offers model engine kits and DIY mechanical builds. Metal assembly kits.	Build your own miniature engine with EngineDIY. Stirling, V-type, and more models.	EngineDIY model kits make great gifts. Detailed instructions, quality metal parts.	Shop EngineDIY for STEM hobby kits. Collectible engine models for adults.			Responsive search ad				
Campaign	Add	Enabled	Templar Cross	Search	Google search; Search partners	153241.54	Manual CPC		United States; United Kingdom; Canada; Australia; Netherlands; Portugal; France; Italy; Switzerland; Austria	No																															
Ad Group	Add		Templar Cross								Ad group 1		412.22																												
Keyword	Add		Templar Cross								Ad group 1	templar cross		Exact																											
Keyword	Add		Templar Cross								Ad group 1	templar jewelry		Exact																											
Keyword	Add		Templar Cross								Ad group 1	templar cross shop		Exact																											
Ad	Add		Templar Cross								Ad group 1				https://templar-cross.com/?ref=ddloavcu	{Keyword:Templar Cross}	Knight Templar Jewelry	Historic Cross Designs	Medieval Style Rings	Pendants & Necklaces	Stainless Steel Jewelry	Templar Cross Official	Bold Statement Pieces	Men's Viking Jewelry	Historical Accessories	Unique Gift Ideas	Handcrafted Quality	Free Shipping Available	Shop Templar Collection	Order Your Cross Now	Templar Cross offers Knight Templar and medieval style jewelry. Rings and pendants.	Shop bold statement jewelry from Templar Cross. Stainless steel pendants and rings.	Templar Cross official store. Historic cross designs and Viking jewelry for men.	Unique Templar jewelry makes the perfect gift. Handcrafted quality pieces.			Responsive search ad				
